# Dispersal data - part of the SCALES dispersal database
# www.scales-project.net
# Species: Natterjack toad (Bufo calamita)
# Source: Sinsch U, Oromi N, Miaud C, Denton J, Sanuy D (2012): 
# Spatial ecology of natterjack toads. Anim Conserv 15: 388-396. 
# doi:10.1111/j.1469-1795.2012.00527.xx;y
25;26
75;24
125;16
175;22
225;10
275;5
325;5
375;6
425;4
475;1
525;2
575;2
625;0
675;1
